L-wrist,R-wrist,L-elbow,R-elbow,L-shoulder,R-shoulder,L-knee,R-knee,L-ankle,R-ankle,L-hip,R-hip,Pose_Label
179.2052718,227.7818789,10.57083382,39.06214033,12.22254926,6.879821016,183.6300157,180.2368331,208.9815269,190.6181046,96.37512527,82.23095252,garudasana
90.56867647,158.1349134,118.1360051,85.40662751,244.4287567,234.5822448,39.17452137,81.21784955,122.61298,206.22425,340.1021114,128.0547659,garudasana
182.1371302,209.9272462,266.081265,193.2632817,167.1190076,72.0068759,261.1397622,268.2748073,203.6067063,253.9618792,106.2197994,25.78328431,garudasana
142.0852109,197.5877717,82.95030202,92.72751959,112.5127629,118.5328342,30.39158031,81.71211701,203.1166112,253.4925755,1.747853507,153.8822337,garudasana
176.2701784,209.5934666,58.87673759,93.58797749,123.4199325,271.5458155,41.44260734,26.96641992,246.2296311,208.5247674,336.0272534,160.6951383,garudasana
152.1447404,239.4868026,70.05312663,82.6256753,4.34573502,23.34097139,286.3403658,267.7450453,90.17122383,142.6610173,242.559146,22.78200898,garudasana
184.2300057,179.0441745,35.17585296,110.0384221,99.85105022,56.86391552,219.9915907,326.2307523,92.43330708,224.4725933,73.93893931,22.7127038,garudasana
149.9751239,238.0256373,138.3777286,230.0052672,84.69369382,65.94335995,210.8117507,262.2428904,104.7224099,180.3327102,65.72532434,29.08724788,garudasana
163.9781153,149.4132329,257.9813508,92.72921441,125.3686552,68.28523601,301.0312409,285.3552554,138.4241914,186.496855,135.069101,40.18254479,garudasana
153.0846802,175.5998621,117.3159153,121.2821187,40.89962353,84.90216607,184.4694973,245.2451914,108.1427758,173.9864616,270.0016966,14.93402594,garudasana
188.0638888,171.4503183,84.70381493,105.7518578,21.01181422,25.59490988,184.4294963,138.3753908,140.0447527,188.149186,284.6565085,55.54429437,garudasana
112.9991306,202.1797224,65.7334218,64.88874866,26.96821105,37.14022404,261.4744339,294.0443937,122.0664093,165.6950276,246.842353,14.36479224,garudasana
147.8856679,164.2121953,99.24692338,254.8643715,302.6783047,82.08816785,168.3219314,304.1071426,92.05782984,159.2218672,306.082391,16.6741083,garudasana
146.605218,213.9251977,79.87806388,88.79950222,120.1944471,125.6171986,24.55789559,67.91210254,110.3399713,248.3093046,5.230352696,157.694128,garudasana
239.7484546,182.714463,99.63637914,81.87890619,135.0697705,131.9040825,277.5575229,284.1355941,128.662614,125.8212192,29.83553401,150.2040786,garudasana
172.8526991,226.9303351,16.00011008,88.61834542,74.80493007,62.81468829,178.5521379,124.6858798,163.3568525,187.4663605,281.7788259,13.05874533,garudasana
120.4920424,178.1094915,91.54144641,102.7738694,100.6442049,106.1059482,30.92617881,37.98776899,202.2524177,231.6894838,184.3289818,4.290445792,garudasana
202.2298451,173.7525164,101.0438317,94.69150608,113.2662727,110.1438306,312.8329217,261.1163023,186.0981919,163.1163901,163.4062869,38.28486468,garudasana
120.8107757,161.2554709,97.49452026,2.701357571,63.70989034,21.55331857,156.8717161,213.82271,136.9949348,171.2333546,44.1279453,39.81106587,garudasana
164.9854582,225.6909531,108.0701636,252.623553,84.70991502,62.43017998,153.1177583,201.2128317,138.8781729,160.8182559,46.54955305,41.46866003,garudasana
189.8283444,226.3218732,2.930508866,119.9810226,16.37615428,61.39240492,253.8995147,319.155991,118.8534757,199.2039877,220.4251755,7.84422765,garudasana
94.41193472,205.1278977,99.22963152,33.6345404,42.6102052,66.60034781,187.9494353,301.5002768,110.3282496,142.6330881,78.19391894,18.22255444,garudasana
126.2576905,170.539692,93.37384396,108.9898892,107.9214663,106.1828724,48.40668009,42.68049699,185.6272227,192.7325476,343.187435,169.6183771,garudasana
147.2110837,176.9702673,102.0486422,122.3625682,44.61962988,37.00607073,200.4909581,279.4112944,178.7747843,206.5072301,288.7106262,7.339211809,garudasana
148.2813115,193.5798052,72.08864656,95.68987379,119.3117129,119.6466646,47.03791939,33.83647945,243.6718055,195.0735944,166.4749904,10.98476137,garudasana
152.5811866,203.6083485,177.1205663,224.1950067,267.0827603,75.13092053,183.8304156,313.51235,99.72896217,240.2372791,296.106235,17.36153419,garudasana
144.58906,226.3583975,74.15742126,117.3601559,55.51502663,49.6000441,134.5034287,259.2424977,165.445885,180.7987041,309.513559,27.2795682,garudasana
195.2571184,196.5040578,69.59916035,121.0290652,49.49822987,60.18322121,193.4039755,301.2891857,90.70529298,245.5214901,297.2486488,20.81526137,garudasana
149.8506905,193.7125212,88.46810089,93.80987791,126.3054154,234.1903498,33.86168559,41.27889785,177.6441274,232.7817441,6.541459538,166.4874434,garudasana
161.6343508,169.2555915,81.55914812,262.0958426,65.37534288,69.12011709,108.533115,103.6582002,229.0857453,216.1543636,218.6734874,25.42382347,garudasana
120.0355287,133.9650824,177.7595594,178.7813111,80.68701232,85.54369915,83.22017576,79.4488561,234.5965107,214.7036049,65.29626573,113.2397548,marjaryasana
116.2465779,127.5877638,185.1084645,174.6729837,247.8046624,242.1912114,210.0760177,219.2736462,160.0976324,157.2691179,275.0065967,97.57965235,marjaryasana
122.7135363,115.0861263,173.2110385,175.3886386,82.92248999,84.14888273,278.3506337,79.46316033,223.121246,232.4541392,50.53150595,128.947996,marjaryasana
111.8536242,127.1996468,173.4174782,173.7032783,76.71376861,79.91330354,267.0445126,266.511672,215.4328567,226.408467,44.53873111,135.2960461,marjaryasana
162.8788484,122.3973327,175.4231828,183.282259,79.12966719,78.65965847,64.36638828,85.21900312,204.1627602,213.7850505,84.26594638,104.2460007,marjaryasana
115.8493142,114.1706156,169.6532401,173.8804235,67.31610347,75.18961976,218.3979527,92.08277908,138.2558954,179.8550284,96.94486041,140.5039304,marjaryasana
259.085133,236.1794659,183.4727201,181.8187597,87.36844216,86.41665879,78.19394728,80.04805382,168.0195823,153.8372785,225.7419155,45.44071372,marjaryasana
148.2478151,130.29451,169.7870577,171.9970996,89.9006487,92.69777156,267.5517496,273.4123939,210.3475287,218.6586846,81.84296981,95.2456234,marjaryasana
128.9087372,140.368564,170.1010237,169.8346942,61.71712813,70.86809782,81.49829821,80.09363015,178.3926611,194.1891995,3.869088346,182.2215133,marjaryasana
150.4847258,190.0402648,179.9239564,121.3828494,79.53095508,105.6559517,169.3597528,50.89410207,74.00216892,158.7339233,235.1135239,178.5029199,marjaryasana
258.199368,235.2033458,184.9822515,184.291136,82.83425456,84.28280783,92.90089881,100.3919522,138.029693,133.5826057,249.9448489,67.90879713,marjaryasana
113.905499,114.1080418,175.4382039,175.0563585,71.54884209,75.43050508,82.63050679,82.12716567,199.2099272,208.74946,64.40276971,115.1536402,marjaryasana
258.7661162,250.217892,189.1356651,188.2777015,84.34936857,81.2259091,76.6453683,77.58858208,153.264343,150.8637605,252.5184986,70.66795658,marjaryasana
108.6879453,117.4765198,175.0443638,175.1709722,80.19473966,84.59462637,268.2482208,85.30828156,211.6909093,218.7958337,14.90474427,194.8406243,marjaryasana
143.2747097,134.5181991,181.304769,177.9775824,239.6761366,246.9593271,242.5588313,235.7759539,179.523472,174.9002808,194.5650128,20.20638817,marjaryasana
147.3966731,146.9456199,179.6330151,175.9560138,247.9365544,257.4572587,230.2599283,233.5054246,176.7810278,179.3733225,224.1501276,45.68552443,marjaryasana
134.1977519,142.8505398,178.850346,179.5173589,77.55158694,81.86818947,262.293829,92.53350698,199.7330029,200.1138574,61.26137409,118.0742029,marjaryasana
180.0881696,159.8159015,174.6652035,175.8745503,80.1557435,78.84649428,227.9279068,69.25085675,190.4996187,185.1926913,258.1353315,93.76045584,marjaryasana
147.5691862,188.912195,180.1988483,176.2257764,64.55554016,46.9871571,76.35174769,73.47317377,178.2102525,184.3386859,264.7803937,79.55681712,marjaryasana
215.1321695,203.8383471,176.3100849,190.4566981,81.47764074,76.73747934,69.80434685,85.95958198,201.4344039,182.1860695,219.2833521,39.75353686,marjaryasana
100.0608827,121.6156371,172.8348469,175.084305,91.9527505,93.83422337,265.7699089,267.2171205,206.5491156,217.8447369,36.61581567,142.3032096,marjaryasana
252.1697208,242.722812,178.63799,181.9486152,106.0057403,96.1698369,91.39899266,105.9797446,140.2703104,147.8695492,27.2692893,209.6971048,marjaryasana
250.5934635,244.8270424,187.2640759,186.6084095,71.82264082,69.70382828,91.65951838,97.46390016,151.7550136,147.6089227,243.2983574,60.66207305,marjaryasana
112.2798769,118.0899831,175.7298942,176.2890934,73.39860415,77.02844841,261.876788,91.18030778,213.7214124,219.5996635,24.29025632,154.6045423,marjaryasana
119.6732498,128.2746358,174.3253076,171.6905445,64.50519285,65.57401262,84.79214646,83.89792636,210.7264615,217.5238542,15.20873775,195.243379,marjaryasana
193.9170703,215.6930732,178.7686747,177.4174349,90.79051552,89.39803854,98.55023032,105.6375912,147.3884524,141.9065303,12.71320558,164.8805102,marjaryasana
123.6864991,125.7210246,180.221112,174.3119514,83.63439079,87.84252744,270.076905,272.5674672,210.7559416,219.4412049,90.53024181,87.64896201,marjaryasana
130.7809206,135.9197019,174.1042054,169.8267391,272.1092055,273.9878394,257.7959085,256.778744,202.2634848,207.6614311,218.4056695,38.70357713,marjaryasana
122.8000119,133.1842255,176.5098155,177.2021094,253.911545,101.4078604,89.82746415,84.71507221,203.1479517,207.7285111,248.8342654,66.28822131,marjaryasana
126.8587752,110.4855388,155.5604973,178.7485968,50.35431573,67.6041691,144.8184869,137.1022399,151.8411413,145.7884604,195.453462,8.824026811,marjaryasana
261.1291549,246.2301482,188.8539169,189.2813931,79.062009,71.81430884,90.8183835,79.82212397,132.0157592,160.7307337,204.737608,23.72791903,marjaryasana
133.454884,132.9640701,176.295802,174.3050048,69.66230901,75.46173013,79.97991913,74.78291076,219.7428903,225.1814356,86.96304269,91.59861653,marjaryasana
93.15444303,75.32933887,184.0316086,181.1453023,72.88739599,76.70524889,94.78072207,96.1645778,169.0216318,166.0471485,158.8167848,20.48766761,marjaryasana
137.2985736,150.6653382,179.8640246,178.4320623,74.15209553,78.05073146,262.9293899,88.81385547,218.2761629,223.664532,44.88635049,134.6822878,marjaryasana
247.1657344,232.5438017,184.1353793,183.2125,84.00270954,86.48092181,91.23334357,100.2391711,146.2723407,146.7689569,245.5696872,63.34077336,marjaryasana
113.0336215,120.5118046,173.0717327,175.3340908,80.2553928,82.03062825,79.12320586,78.54043068,203.4257662,206.3155847,38.37315132,141.2401068,marjaryasana
246.8145989,232.6779651,188.8413331,189.6600245,82.76413963,85.11251519,86.81701069,91.74280758,157.9180896,149.056376,260.903318,79.99029509,marjaryasana
129.6074766,129.3807379,176.5467788,177.3769265,261.0132975,90.88986965,245.8712641,83.81701426,244.4750074,221.6023166,13.38126133,189.7722421,marjaryasana
258.540363,247.0313438,187.50229,185.2078103,83.98217563,80.22152658,84.49714288,87.20339859,136.3249148,138.8487293,246.5347726,64.79412905,marjaryasana
115.5940598,138.6204003,163.2651905,168.9582405,262.6905479,262.8851776,83.78937943,82.01883311,185.4148515,185.4285942,57.60817759,238.6831155,marjaryasana
128.4035013,120.305285,179.3147349,177.4924497,71.03684979,69.45932851,272.2822578,82.0072104,210.0731061,215.9545315,265.1133417,84.29509644,marjaryasana
242.3217347,215.5312053,190.6904936,197.8530899,101.1935959,89.78797978,88.7845707,98.02327186,134.6790862,139.7123691,69.72828295,214.6405711,marjaryasana
125.4614131,120.9985284,176.539956,174.753378,59.62724627,63.65805924,267.0225178,266.2890365,209.490429,228.792744,13.53745873,165.0249,marjaryasana
118.8748624,123.3100138,178.842185,173.5537288,64.02159166,63.96777489,266.9021965,267.9638045,219.9864382,230.1358131,16.54751336,162.1965986,marjaryasana
251.3341479,243.1435537,188.819267,185.7808381,83.97442268,82.37397424,78.36086833,77.83457107,146.634926,152.6500536,255.6841415,74.02924392,marjaryasana
104.1439413,118.646552,180.4864504,180.3337109,74.44488243,74.14298226,81.70207765,76.34332911,221.9083329,228.6671601,39.98927587,138.661414,marjaryasana
198.7756421,207.8825115,224.1183758,169.7073857,98.25063566,123.3168473,77.47924268,110.5914003,215.5397158,188.2644838,122.3283809,81.10177481,parsva bakasana
216.5751643,197.5377201,236.725709,94.61400175,67.26768201,47.25482564,156.2305939,65.39081946,167.6717743,97.99118782,166.6417104,7.991855183,parsva bakasana
151.565626,193.3404994,197.6562808,131.1325952,214.2007307,266.1187639,175.2000171,145.2888276,155.5465568,130.4429582,2.288722885,154.8408931,parsva bakasana
120.0578633,145.5602529,121.8891869,123.0035513,284.8132392,280.2819893,247.1636211,256.5386962,147.880716,162.3209922,213.8187249,23.20623172,parsva bakasana
160.7831472,160.4103585,164.6698617,166.286936,57.95018977,285.9027989,156.7405121,124.2270499,76.0421251,159.8330772,281.7162145,143.659419,parsva bakasana
176.1262354,217.687812,188.3809069,156.9421756,62.03608566,28.57512173,194.9273702,191.2169299,136.2153784,130.767308,322.5716659,126.2558611,parsva bakasana
132.393379,181.3490196,68.28857381,139.4894549,196.1470293,118.1461094,196.8492736,178.7219161,189.3615979,191.9810216,234.8986204,54.40495091,parsva bakasana
168.246892,192.4262017,147.6818576,105.2506188,267.6966868,289.3057179,166.4808145,97.53186492,157.7894198,169.0875328,292.1875665,193.5852149,parsva bakasana
222.5803666,226.375085,209.5818167,189.7951831,44.48350285,70.41273526,135.4187898,116.6032054,214.7982441,209.3239906,32.80069188,116.561644,parsva bakasana
127.2764103,158.6304186,155.2675659,141.566937,262.1297738,259.7676511,222.1618291,194.5368656,168.7283702,185.0611972,229.6690165,47.19590252,parsva bakasana
216.4374008,231.7957945,223.6172345,213.8890208,73.09953488,74.66027157,51.14116502,40.21307645,162.4499043,171.1402796,47.56458302,142.4576352,parsva bakasana
216.1885174,242.2128511,224.8960986,232.8098414,72.77834467,53.45413798,56.71081154,62.25417157,209.9509463,202.0078522,57.38901767,137.543483,parsva bakasana
185.4723227,218.0466161,194.2173392,163.2847108,37.01669326,35.65066562,163.4440473,167.0060191,209.4850695,191.1850045,135.9465569,98.29223172,parsva bakasana
127.5663881,142.2519942,103.0452612,125.7418546,327.7591235,279.5650464,234.1924738,241.2167697,164.7312155,178.018243,205.3987114,13.51520377,parsva bakasana
66.72567664,63.83106505,165.4664168,40.11168587,191.8871654,228.9325719,218.1975033,202.3815714,166.3079428,135.4391002,233.5143763,18.74827918,parsva bakasana
212.8429619,218.6005351,213.377619,204.3707763,71.75503467,78.4767905,131.4842264,119.3858661,178.457568,192.1270289,35.0605241,144.6339611,parsva bakasana
161.7384217,188.5384744,187.4966974,149.8977404,80.18779806,51.22090361,186.0977175,142.4959011,156.7541328,140.9744036,285.8849383,109.3124583,parsva bakasana
221.2292814,233.1846854,236.9174571,200.881483,96.46951359,103.1266123,83.8179993,90.01794685,181.9145496,183.2109823,78.70429572,101.0552324,parsva bakasana
185.6592542,200.8065733,220.0043992,138.2153285,179.3203308,197.1737438,286.0636917,225.2600629,179.2396653,152.9545053,119.4893407,123.9693907,parsva bakasana
259.7525462,243.4430545,236.7838748,232.8230636,58.97868965,56.63997177,44.56112122,53.5495438,135.1447758,124.3928408,161.6939579,20.24690048,parsva bakasana
141.6704425,171.6375543,105.5504631,103.3937135,319.7532818,309.9224929,58.22351118,92.69157345,165.1716761,132.5336566,197.6827142,20.2972679,parsva bakasana
120.9768983,121.3628739,118.5674188,122.0759044,321.9303467,300.353293,322.6701424,326.9277732,200.9979788,191.7431825,116.7382842,68.39885935,parsva bakasana
131.7258229,216.2056476,202.6999388,176.5205995,90.6656322,43.3489358,77.80707227,222.4018932,135.2478813,151.0265404,282.2020312,94.57086712,parsva bakasana
127.6982985,166.9575771,178.9341988,129.5399818,245.3970993,265.5889706,90.36122532,88.05434995,198.2202909,199.6581133,211.2288872,26.85682721,parsva bakasana
129.3250919,217.4733064,214.3182252,117.8494183,184.5960221,219.7019017,24.38542147,35.22059808,213.949412,142.3790997,219.2071603,71.76407227,parsva bakasana
243.0550142,239.9129447,222.0979056,227.2559669,88.0435834,66.51576415,42.10268174,35.7775775,128.7549571,120.2144984,41.90324745,226.2593026,parsva bakasana
185.5988979,146.9918027,222.4316815,206.4451275,189.7259154,184.1534279,224.9207861,200.5427105,184.3089071,171.1833323,84.91008922,101.0682395,parsva bakasana
159.7463622,195.5817979,16.47997486,137.6058274,279.8737635,39.60835623,71.87075748,15.14372006,177.0904095,107.8785907,241.9237726,240.6193083,parsva bakasana
175.5719546,188.5470008,194.9685534,176.5752722,94.19759608,271.2903734,203.9654857,129.4572698,121.7107207,143.1689097,29.0302202,201.9069389,parsva bakasana
187.1210627,220.7946705,200.3959363,164.3647721,57.14794645,52.37191841,43.48622097,82.3005862,154.5277421,191.9633288,275.4106449,90.27490593,parsva bakasana
214.9839696,223.3948322,213.2299597,170.8079623,130.7428284,152.5044062,170.3844519,131.5594212,217.7795688,195.9720026,103.9830438,93.41660284,parsva bakasana
197.7635588,235.2534195,225.3134304,289.4399165,85.56240854,36.16891885,127.6850174,196.6637329,201.2507329,193.7914736,127.9660514,70.84289053,parsva bakasana
104.2495277,121.3918951,122.2602539,128.4134097,328.462874,303.0613073,34.57697737,314.7466955,175.3040094,179.9356406,128.2998049,73.82238195,parsva bakasana
214.3485039,210.5564626,179.4566308,193.1539562,42.26273987,51.15188951,3.76213899,9.641427325,233.1420228,237.8676324,252.0076534,127.0060574,parsva bakasana
134.2663717,138.1507439,116.7410118,126.3805693,321.3173152,279.0867312,74.81238598,276.1998174,201.7347742,207.0267044,187.9229052,18.89955327,parsva bakasana
157.6502792,208.3869703,176.2160849,132.7572271,249.5301821,256.7200846,224.5164123,102.6928536,169.1139911,165.9824317,267.3273127,94.8327748,parsva bakasana
165.7972478,195.8830892,160.3115873,116.7502835,225.6090075,242.4166566,58.32574106,104.5740896,190.0336961,149.7997507,233.9939101,86.61806483,parsva bakasana
204.0286858,207.9723089,216.9728846,167.1805048,176.930671,177.1471363,264.5600454,206.4755516,184.2687142,140.3272689,223.1930391,132.052197,parsva bakasana
228.6019596,215.2003632,222.8137747,236.2599391,78.49504855,55.8106898,55.8248389,51.35858053,180.4949793,172.9494942,28.9866352,208.6161908,parsva bakasana
129.6611545,143.8977974,79.01688146,83.32440544,38.21233308,54.83439723,83.90020152,77.55926153,185.1553295,172.0639665,196.909526,3.220356638,parsva bakasana
222.4790373,232.8788212,194.4939357,185.2206567,78.02564749,72.10612339,54.011117,43.25690317,154.3122611,172.067412,34.92283765,213.2995025,parsva bakasana
154.7668339,179.8257553,188.1364502,149.5276385,77.96958398,44.68315443,185.5333802,134.7038485,151.8910304,142.5713821,287.7924713,110.664977,parsva bakasana
194.5778229,221.2004937,212.9353894,179.5013936,133.2791202,128.4889998,167.9450631,127.0147042,186.9488007,139.4948649,103.8721926,90.82226508,parsva bakasana
217.1817515,179.3651005,198.155656,211.2035217,28.48973123,48.83049052,178.2844034,154.1088084,229.0119796,231.3200939,98.40406616,86.94179607,parsva bakasana
231.5544575,243.0852786,221.9813047,194.7460435,84.98736714,89.34782523,126.9971335,78.16014469,202.4827988,183.5200233,47.32724435,126.9382561,parsva bakasana
156.3246428,189.1949739,201.0415346,149.5561159,246.8608751,248.8638096,111.7342321,107.8530071,184.900451,190.5572972,268.9136208,80.11244507,parsva bakasana
197.3685243,194.9754909,142.8603216,113.3524277,251.5418001,264.3934432,110.5740667,129.8081025,178.8535936,147.2167214,261.3320645,230.2048679,parsva bakasana
112.0722635,128.9645367,113.7383346,107.5022741,306.6088775,302.6252437,303.3917103,308.9689176,190.0631291,186.4886186,202.0087598,22.21845418,parsva bakasana
158.6116097,185.6246088,170.2101537,163.7559432,64.95633079,284.9842885,222.4341629,149.4255388,170.3466443,158.0414061,250.0479623,84.01080835,parsva bakasana
213.7462235,220.2608319,208.3145055,142.249073,200.3317449,219.1996789,30.8883078,82.46165865,214.7109258,184.1904261,245.7092166,112.0261302,parsva bakasana
197.0255142,220.8045313,242.4750297,214.3929981,59.44981857,84.11384262,157.5251796,122.2413449,230.3731465,218.1841523,259.1340453,96.6619616,parsva bakasana
123.2675704,151.2390253,137.6223789,110.9612137,305.5694163,298.2941247,117.8690409,166.5556274,158.7571665,143.1239356,238.0611351,89.75340645,parsva bakasana
191.0732315,155.1899476,178.6490364,176.8317075,37.87693062,43.29368575,107.1760019,116.4922603,154.012466,144.3854761,192.52522,12.37802168,salabhasana
188.6901651,167.0878183,186.6726073,165.1928281,27.28236194,11.78343321,208.1135505,213.4474597,100.4218207,104.6461154,83.55479261,88.48239287,salabhasana
158.5601719,123.987058,189.53205,179.7236383,19.05160104,13.63673776,208.0008115,208.8451265,121.5178012,104.563945,71.97427445,106.1062949,salabhasana
156.6711438,131.0479279,155.8451063,187.7738252,39.04194942,25.85490272,154.3488316,161.1902485,76.55969629,69.63357372,247.9529197,59.83771772,salabhasana
168.5701327,220.0979964,171.3884831,179.2308283,5.091034653,3.426346833,154.3279558,156.0605497,147.3527052,210.5148632,249.4618788,65.36551671,salabhasana
163.0085412,167.0074575,107.6682461,107.7310307,31.67147107,33.72804172,157.4382904,155.9832223,158.8709152,155.6355927,259.3925874,79.3812787,salabhasana
230.8773453,137.3052907,281.7854173,50.14082788,28.50171147,15.94495716,216.6340414,213.5870132,106.5730079,113.6363257,78.93162902,101.104003,salabhasana
148.8099762,133.2115482,200.8035843,183.1972861,31.54367858,41.63969054,167.6675471,169.6093365,129.3958781,119.3049924,245.1590195,62.83841576,salabhasana
186.2255328,165.7022232,184.9988538,157.1895428,76.78880193,204.0749679,220.7219269,143.84474,145.5059095,137.1556055,99.49200574,66.72183822,salabhasana
95.64657798,114.4139656,167.2501839,176.3515773,125.9596668,126.1676712,158.1644792,182.1464377,82.61402895,157.5956287,221.5980119,266.7851614,salabhasana
166.1508984,164.1096135,172.6191255,173.5505275,345.9156511,334.8876928,156.2609828,158.8356636,195.7389497,197.6765875,225.4779943,41.58113739,salabhasana
196.3384057,227.2489687,194.3518618,179.784145,0.660692618,0.51217219,188.2577117,196.2429603,127.001144,121.3386774,262.6048056,73.51280704,salabhasana
197.6096628,163.5605682,166.2701251,151.5660334,52.27351507,30.36475662,192.7582263,190.131885,112.0688639,115.2316163,71.17850007,105.3199302,salabhasana
210.5129354,164.4625324,189.757248,170.3987301,59.64323327,45.43642207,167.7953742,185.9272449,219.7900235,213.1802737,84.51126201,85.44842314,salabhasana
165.3530047,224.8676309,36.57256371,54.10319601,298.1590418,50.94863673,163.696698,169.4494987,68.45505476,48.61083753,252.772184,61.29883504,salabhasana
194.1920672,165.8046616,170.7432043,158.9402664,14.11833985,329.6918091,167.483813,171.7793657,212.4695145,223.7206316,215.6099595,31.85312459,salabhasana
171.5774233,204.5114644,154.6863628,148.385359,34.04454092,40.72346239,162.272477,162.836329,140.8272225,132.2248006,256.58504,73.99739901,salabhasana
191.5673708,182.1514969,167.4507814,164.4890801,335.9823269,322.3530719,4.943790564,9.80964108,31.81505212,23.33628617,229.3276754,33.48133933,salabhasana
173.2980762,146.1754987,179.863388,169.4891522,296.6268526,293.0384317,170.4673398,169.6083819,147.5879747,137.0932179,252.2845766,70.18848929,salabhasana
175.1093342,127.7190235,175.4637669,176.5781071,39.36248665,32.90145506,171.3865956,168.0257214,154.7779144,154.616007,255.2305444,75.35044108,salabhasana
168.6048565,164.7095741,162.5225897,179.1069711,38.27022318,29.28773319,184.1701781,188.4421368,145.7958952,158.9260498,38.10334759,136.9731077,salabhasana
160.6918232,195.3503914,170.5365875,186.9175372,3.224251528,336.0921392,154.344203,153.048245,184.7851125,186.3292723,230.7643605,49.78287,salabhasana
160.7509755,211.5500182,169.1121268,166.5326813,2.827053676,4.554009944,206.3209552,189.5548971,131.3078841,98.02205963,75.60928745,106.6834427,salabhasana
197.9774654,185.0387179,196.7802314,194.5343592,173.8487025,172.757129,162.2944542,158.7239924,192.1581115,105.9258813,236.8122627,62.58601628,salabhasana
173.6852998,161.7901169,201.3521585,158.5353193,290.6880015,295.742012,176.0745656,162.3372498,106.3684136,140.2042916,255.8957675,81.93829694,salabhasana
211.1315303,201.1419722,190.5320952,201.3914856,25.81427313,19.22246814,97.19321177,147.437351,131.7204236,133.6277196,247.4447526,78.46941242,salabhasana
179.0482307,132.2315756,177.2080989,173.4953756,29.84510527,34.81842269,147.3486908,151.2851692,93.1495999,91.6407342,250.7416455,64.75617668,salabhasana
194.2458023,89.15468032,180.310541,168.1493192,24.65854223,9.576677206,213.9717768,188.3812853,137.5763384,140.2027879,76.97406062,111.1903369,salabhasana
179.1104115,164.9633154,168.2245767,167.6515967,348.9840902,333.5875119,158.6800163,161.6302708,180.7387557,183.9139525,238.9011129,54.18578633,salabhasana
178.1293962,153.1325448,180.9547163,143.9902211,51.41801966,39.98042268,215.9649749,210.430894,172.7889694,136.4242265,79.80297929,106.5449679,salabhasana
140.5239098,128.5099041,167.873836,164.0931269,30.7153921,35.54346461,171.8912413,181.4798646,149.4670813,148.848721,257.1419002,67.91092546,salabhasana
183.1697122,148.5776828,183.2360106,175.8581668,25.69941412,25.36813823,173.7428708,175.1360723,155.3961352,154.5492758,262.0510348,80.0930811,salabhasana
192.5970525,170.6380325,182.8116621,153.6398616,47.19922324,23.9110412,202.9511709,142.8832318,115.0123877,117.095891,112.1809745,60.40808573,salabhasana
210.5321255,208.828969,167.6651003,150.6910906,34.96104111,42.2930066,215.2653746,184.8239383,108.7555357,85.44653711,70.07589139,129.0662182,salabhasana
87.77294916,110.2424973,214.7510366,120.0904449,108.4348702,200.9709017,214.8182798,164.0284461,66.96091017,236.0614121,62.99531481,91.1138539,salabhasana
170.9106252,228.1860453,181.2180458,176.8698093,23.44486343,21.87247828,194.9223543,195.8998437,179.9581675,181.2397398,55.73224823,122.0088538,salabhasana
142.5597046,159.2491609,179.0247178,196.0753038,23.38697925,15.14907931,201.339187,199.7787646,151.7469802,112.804943,53.94820434,124.9841076,salabhasana
161.6942926,161.7974457,188.6250129,172.5764245,41.57840121,37.48623426,206.2153918,202.0136053,132.1849375,125.9696742,80.27157422,97.48351712,salabhasana
148.6949097,124.0004565,192.8977374,207.5241243,19.08730225,0.627910187,224.0993528,215.4082849,170.2580513,163.1341468,70.08134956,112.4817288,salabhasana
145.2135513,175.2737096,160.7288248,156.8468261,31.36946738,301.1322274,150.0501506,133.6285452,185.4244988,225.0946716,267.4406645,93.49792888,salabhasana
154.4765401,198.5797565,149.3523217,127.0633157,295.2308625,278.0810543,159.700659,155.9471197,211.9829796,194.1124097,246.9634464,73.27798264,salabhasana
184.3891107,171.2686086,129.7150936,169.0834852,129.8590419,119.8217708,158.0525317,172.5002209,84.57264564,171.0831931,224.1193267,89.5305967,salabhasana
197.6228092,181.7252795,201.193682,211.2844867,171.5379569,160.7723143,160.4155878,154.0600587,193.7858625,190.5251711,241.8324682,69.74526854,salabhasana
194.6957226,185.7171889,195.4574018,191.0909072,167.7589368,169.8955645,166.8885893,160.0220275,210.6392751,195.6923717,226.776986,53.86033091,salabhasana
173.8385986,210.6146749,184.9927365,173.2971402,27.5685248,32.77114237,185.862533,164.8772088,173.9940985,121.5306446,233.2261222,49.33575555,salabhasana
163.7078756,215.1352984,188.7276896,182.2087593,32.25636258,27.55993033,126.1373286,155.4583832,143.8793245,138.5624306,101.1341549,57.58010999,salabhasana
176.5988119,174.5410972,182.151602,189.1228811,336.6193578,332.2730231,169.4333266,170.8736952,191.9310056,197.7594075,226.6973608,44.59994994,salabhasana
204.5186779,142.2914124,200.763659,163.8677691,43.9126125,38.43523164,221.0832329,205.1465695,151.9210395,111.8058229,71.69686937,108.971732,salabhasana
161.9174291,184.0763854,188.0335164,184.0452985,29.57450628,30.21273197,154.3097202,153.087762,141.0409887,132.7192503,246.2354357,65.21191069,salabhasana
177.9441695,201.322548,212.0398968,188.4511905,12.59521042,0.150659067,184.6617925,114.7208578,143.8439669,103.3380483,234.9288936,247.7776703,salabhasana
